sample_id,mfcc_variance,spectral_centroid_shift,spectral_rolloff_anomaly,zero_crossing_rate_std,pitch_jitter_score,harmonic_to_noise_ratio,frequency_consistency,noise_pattern,ai_artifact_detected,is_synthetic,synthetic_confidence,trust_score,risk_level,verdict
AUD-20831,24.843,0.5379,0.551,0.0339,0.1373,19.44,Synthetic Phase,Artificial Dither,Yes (Neural Vocoder),1,0.7666,19,HIGH,Synthetic Voice / Deepfake Audio
AUD-20832,45.521,0.6717,0.6418,0.0294,0.1406,21.63,Anomalous Harmonic,Artificial Dither,Yes (Neural Vocoder),1,0.8857,7,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20833,82.054,0.2227,0.2046,0.1052,0.4227,18.36,Natural,Organic,No,0,0.0246,99,LOW,Authentic Voice Content
AUD-20834,50.482,0.8332,0.7147,0.0232,0.1162,25.94,Vocoder Residual,Artificial Dither,Yes (Neural Vocoder),1,0.7669,25,HIGH,Synthetic Voice / Deepfake Audio
AUD-20835,105.404,0.28,0.0922,0.0947,0.5872,21.13,Natural,Organic,No,0,0.01,95,LOW,Authentic Voice Content
AUD-20836,26.608,0.6012,0.5568,0.0432,0.1224,27.92,Anomalous Harmonic,Artificial Dither,Yes (Neural Vocoder),1,0.7906,18,HIGH,Synthetic Voice / Deepfake Audio
AUD-20837,40.452,0.5855,0.7717,0.0113,0.0918,30.38,Synthetic Phase,Synthetic Floor,Yes (Neural Vocoder),1,0.811,4,HIGH,Synthetic Voice / Deepfake Audio
AUD-20838,42.802,0.6277,0.6155,0.0241,0.1407,24.39,Synthetic Phase,Digital Void,Yes (Neural Vocoder),1,0.955,8,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20839,52.877,0.8179,0.6333,0.0226,0.1193,34.48,Vocoder Residual,Synthetic Floor,Yes (Neural Vocoder),1,0.7948,23,HIGH,Synthetic Voice / Deepfake Audio
AUD-20840,36.706,0.577,0.6427,0.0367,0.1277,32.71,Vocoder Residual,Artificial Dither,Yes (Neural Vocoder),1,0.9121,12,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20841,39.566,0.7585,0.7736,0.0204,0.1254,22.41,Vocoder Residual,Digital Void,Yes (Neural Vocoder),1,0.8647,10,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20842,86.255,0.2769,0.2878,0.1195,0.3383,21.24,Natural,Organic,No,0,0.1296,88,LOW,Authentic Voice Content
AUD-20843,47.611,0.8309,0.757,0.0144,0.191,31.36,Anomalous Harmonic,Artificial Dither,Yes (Neural Vocoder),1,0.8608,13,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20844,82.31,0.191,0.1589,0.0983,0.3949,20.08,Natural,Organic,No,0,0.0841,93,LOW,Authentic Voice Content
AUD-20845,57.65,0.1431,0.1826,0.0992,0.6142,19.89,Natural,Organic,No,0,0.0897,91,LOW,Authentic Voice Content
AUD-20846,69.179,0.232,0.2129,0.0455,0.7106,14.14,Natural,Organic,No,0,0.01,95,LOW,Authentic Voice Content
AUD-20847,88.698,0.316,0.1714,0.0635,0.3297,15.32,Natural,Organic,No,0,0.1407,82,LOW,Authentic Voice Content
AUD-20848,111.158,0.24,0.1137,0.104,0.4523,14.81,Natural,Organic,No,0,0.0574,99,LOW,Authentic Voice Content
AUD-20849,39.534,0.6917,0.7327,0.0242,0.1502,36.11,Synthetic Phase,Artificial Dither,Yes (Neural Vocoder),1,0.8782,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20850,81.385,0.0366,0.1645,0.0909,0.4236,12.91,Natural,Organic,No,0,0.0934,87,LOW,Authentic Voice Content
AUD-20851,87.841,0.226,0.0288,0.0796,0.4677,11.93,Natural,Organic,No,0,0.01,99,LOW,Authentic Voice Content
AUD-20852,83.29,0.2922,0.182,0.1293,0.485,18.22,Natural,Organic,No,0,0.1601,85,LOW,Authentic Voice Content
AUD-20853,47.527,0.6648,0.5734,0.0238,0.1791,32.07,Synthetic Phase,Synthetic Floor,Yes (Neural Vocoder),1,0.99,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20854,98.655,0.1475,0.1418,0.0836,0.5486,19.15,Natural,Organic,No,0,0.112,85,LOW,Authentic Voice Content
AUD-20855,33.609,0.6934,0.8215,0.0214,0.123,21.63,Synthetic Phase,Digital Void,Yes (Neural Vocoder),1,0.99,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20856,37.393,0.7855,0.8668,0.0296,0.0806,29.71,Anomalous Harmonic,Artificial Dither,Yes (Neural Vocoder),1,0.9087,13,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20857,38.17,0.605,0.705,0.0074,0.102,35.18,Vocoder Residual,Digital Void,Yes (Neural Vocoder),1,0.8417,22,HIGH,Synthetic Voice / Deepfake Audio
AUD-20858,104.391,0.2551,0.3006,0.1113,0.5715,18.78,Natural,Organic,No,0,0.1391,88,LOW,Authentic Voice Content
AUD-20859,107.988,0.0,0.1566,0.0775,0.5689,14.52,Natural,Organic,No,0,0.01,98,LOW,Authentic Voice Content
AUD-20860,68.16,0.2216,0.039,0.0781,0.4765,11.48,Natural,Organic,No,0,0.129,88,LOW,Authentic Voice Content
AUD-20861,105.429,0.2197,0.123,0.0957,0.1913,12.86,Natural,Organic,No,0,0.0384,98,LOW,Authentic Voice Content
AUD-20862,49.457,0.7524,0.691,0.0231,0.0997,21.32,Vocoder Residual,Artificial Dither,Yes (Neural Vocoder),1,0.8866,14,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20863,85.143,0.2894,0.257,0.0876,0.3363,19.93,Natural,Organic,No,0,0.0269,96,LOW,Authentic Voice Content
AUD-20864,119.08,0.1871,0.2712,0.0865,0.587,11.07,Natural,Organic,No,0,0.0329,92,LOW,Authentic Voice Content
AUD-20865,39.735,0.5975,0.6709,0.023,0.0599,30.92,Anomalous Harmonic,Digital Void,Yes (Neural Vocoder),1,0.9899,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20866,54.861,0.8974,0.8806,0.0204,0.0537,26.46,Synthetic Phase,Synthetic Floor,Yes (Neural Vocoder),1,0.8455,22,HIGH,Synthetic Voice / Deepfake Audio
AUD-20867,70.954,0.2344,0.3312,0.0743,0.3324,10.89,Natural,Organic,No,0,0.0491,93,LOW,Authentic Voice Content
AUD-20868,96.893,0.1819,0.2818,0.0372,0.5838,18.98,Natural,Organic,No,0,0.01,99,LOW,Authentic Voice Content
AUD-20869,83.666,0.2168,0.2759,0.0932,0.4494,19.53,Natural,Organic,No,0,0.1113,89,LOW,Authentic Voice Content
AUD-20870,29.33,0.6276,0.689,0.0321,0.1052,30.79,Anomalous Harmonic,Digital Void,Yes (Neural Vocoder),1,0.8643,20,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20871,41.365,0.5576,0.8431,0.025,0.1253,28.45,Anomalous Harmonic,Synthetic Floor,Yes (Neural Vocoder),1,0.7925,17,HIGH,Synthetic Voice / Deepfake Audio
AUD-20872,47.095,0.6582,0.5962,0.0358,0.1657,24.36,Vocoder Residual,Artificial Dither,Yes (Neural Vocoder),1,0.8835,9,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20873,101.304,0.2192,0.2041,0.0529,0.4081,11.18,Natural,Organic,No,0,0.1399,86,LOW,Authentic Voice Content
AUD-20874,63.115,0.712,0.7013,0.028,0.1217,29.08,Synthetic Phase,Synthetic Floor,Yes (Neural Vocoder),1,0.9278,16,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20875,28.153,0.5099,0.6462,0.0339,0.1073,25.33,Synthetic Phase,Digital Void,Yes (Neural Vocoder),1,0.8865,16,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20876,49.048,0.5778,0.6323,0.0367,0.0808,29.6,Synthetic Phase,Synthetic Floor,Yes (Neural Vocoder),1,0.8704,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20877,38.896,0.8054,0.4749,0.0284,0.1322,30.15,Vocoder Residual,Artificial Dither,Yes (Neural Vocoder),1,0.8025,18,HIGH,Synthetic Voice / Deepfake Audio
AUD-20878,45.179,0.7043,0.6357,0.0257,0.0887,34.76,Synthetic Phase,Artificial Dither,Yes (Neural Vocoder),1,0.8626,19,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20879,75.701,0.132,0.3104,0.0935,0.3089,15.55,Natural,Organic,No,0,0.1273,88,LOW,Authentic Voice Content
AUD-20880,115.934,0.1658,0.1991,0.0929,0.6178,14.38,Natural,Organic,No,0,0.0813,88,LOW,Authentic Voice Content
AUD-20881,86.788,0.3032,0.1881,0.1022,0.4124,17.18,Natural,Organic,No,0,0.0202,94,LOW,Authentic Voice Content
AUD-20882,103.786,0.1907,0.0357,0.0292,0.6042,21.18,Natural,Organic,No,0,0.0704,85,LOW,Authentic Voice Content
AUD-20883,76.126,0.2184,0.2614,0.1091,0.4537,20.83,Natural,Organic,No,0,0.1044,85,LOW,Authentic Voice Content
AUD-20884,41.748,0.9588,0.679,0.0314,0.1077,29.74,Vocoder Residual,Synthetic Floor,Yes (Neural Vocoder),1,0.7665,21,HIGH,Synthetic Voice / Deepfake Audio
AUD-20885,45.318,0.5903,0.7878,0.0193,0.1411,18.77,Vocoder Residual,Digital Void,Yes (Neural Vocoder),1,0.9127,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20886,49.287,0.6694,0.5992,0.03,0.1426,24.69,Anomalous Harmonic,Artificial Dither,Yes (Neural Vocoder),1,0.8395,21,HIGH,Synthetic Voice / Deepfake Audio
AUD-20887,35.436,0.531,0.4826,0.0265,0.1007,31.22,Synthetic Phase,Artificial Dither,Yes (Neural Vocoder),1,0.9535,7,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20888,42.782,0.9101,0.8154,0.0149,0.1544,28.81,Anomalous Harmonic,Artificial Dither,Yes (Neural Vocoder),1,0.8325,6,HIGH,Synthetic Voice / Deepfake Audio
AUD-20889,30.332,0.6568,0.627,0.0223,0.1771,27.96,Synthetic Phase,Artificial Dither,Yes (Neural Vocoder),1,0.7558,27,HIGH,Synthetic Voice / Deepfake Audio
AUD-20890,102.494,0.2619,0.1448,0.0939,0.642,18.39,Natural,Organic,No,0,0.035,95,LOW,Authentic Voice Content
AUD-20891,105.874,0.2189,0.0759,0.1059,0.5238,19.7,Natural,Organic,No,0,0.0136,92,LOW,Authentic Voice Content
AUD-20892,86.824,0.2318,0.134,0.0486,0.5043,20.6,Natural,Organic,No,0,0.0523,95,LOW,Authentic Voice Content
AUD-20893,94.019,0.2673,0.1159,0.1194,0.5059,14.68,Natural,Organic,No,0,0.1131,90,LOW,Authentic Voice Content
AUD-20894,87.799,0.3426,0.2059,0.103,0.4061,16.35,Natural,Organic,No,0,0.0401,91,LOW,Authentic Voice Content
AUD-20895,99.358,0.1483,0.2693,0.0678,0.4467,13.82,Natural,Organic,No,0,0.01,99,LOW,Authentic Voice Content
AUD-20896,62.625,0.9633,0.8566,0.0272,0.063,35.69,Vocoder Residual,Digital Void,Yes (Neural Vocoder),1,0.881,21,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20897,49.751,0.326,0.8634,0.031,0.1533,27.68,Synthetic Phase,Synthetic Floor,Yes (Neural Vocoder),1,0.8319,10,HIGH,Synthetic Voice / Deepfake Audio
AUD-20898,45.17,0.7762,0.707,0.032,0.1604,32.97,Synthetic Phase,Artificial Dither,Yes (Neural Vocoder),1,0.9717,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20899,33.884,0.7603,0.87,0.0326,0.0702,32.44,Vocoder Residual,Artificial Dither,Yes (Neural Vocoder),1,0.7903,20,HIGH,Synthetic Voice / Deepfake Audio
AUD-20900,90.166,0.1754,0.0992,0.0631,0.4657,17.0,Natural,Organic,No,0,0.01,99,LOW,Authentic Voice Content
AUD-20901,40.832,0.7838,0.5121,0.0325,0.1604,26.78,Vocoder Residual,Artificial Dither,Yes (Neural Vocoder),1,0.8779,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20902,46.708,0.7194,0.6872,0.0386,0.153,27.85,Vocoder Residual,Artificial Dither,Yes (Neural Vocoder),1,0.8526,14,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20903,38.123,0.6144,0.6986,0.03,0.1739,30.99,Vocoder Residual,Synthetic Floor,Yes (Neural Vocoder),1,0.7611,29,HIGH,Synthetic Voice / Deepfake Audio
AUD-20904,50.161,0.2993,0.1782,0.1083,0.6789,11.03,Natural,Organic,No,0,0.0656,91,LOW,Authentic Voice Content
AUD-20905,32.641,0.2505,0.2465,0.0824,0.4787,11.9,Natural,Organic,No,0,0.076,85,LOW,Authentic Voice Content
AUD-20906,74.238,0.2883,0.1976,0.0626,0.5499,23.22,Natural,Organic,No,0,0.01,98,LOW,Authentic Voice Content
AUD-20907,66.393,0.355,0.1627,0.0757,0.4487,20.73,Natural,Organic,No,0,0.0454,96,LOW,Authentic Voice Content
AUD-20908,122.304,0.2353,0.2446,0.0664,0.5021,21.61,Natural,Organic,No,0,0.1079,87,LOW,Authentic Voice Content
AUD-20909,84.936,0.2613,0.2537,0.1055,0.4235,10.13,Natural,Organic,No,0,0.01,98,LOW,Authentic Voice Content
AUD-20910,36.126,0.8431,0.6508,0.008,0.1011,28.57,Vocoder Residual,Synthetic Floor,Yes (Neural Vocoder),1,0.8771,6,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20911,107.084,0.1918,0.1326,0.0919,0.725,15.88,Natural,Organic,No,0,0.0799,84,LOW,Authentic Voice Content
AUD-20912,115.674,0.2575,0.2216,0.0384,0.5365,14.21,Natural,Organic,No,0,0.0673,90,LOW,Authentic Voice Content
AUD-20913,94.852,0.1404,0.242,0.117,0.5346,20.28,Natural,Organic,No,0,0.03,93,LOW,Authentic Voice Content
AUD-20914,28.726,0.5649,0.5855,0.0298,0.1429,23.18,Anomalous Harmonic,Artificial Dither,Yes (Neural Vocoder),1,0.8419,7,HIGH,Synthetic Voice / Deepfake Audio
AUD-20915,39.66,0.9224,0.6459,0.0235,0.0826,29.07,Vocoder Residual,Synthetic Floor,Yes (Neural Vocoder),1,0.8273,19,HIGH,Synthetic Voice / Deepfake Audio
AUD-20916,41.188,0.9651,0.5236,0.0364,0.1046,25.03,Vocoder Residual,Synthetic Floor,Yes (Neural Vocoder),1,0.8371,6,HIGH,Synthetic Voice / Deepfake Audio
AUD-20917,88.765,0.1626,0.2551,0.099,0.6436,15.56,Natural,Organic,No,0,0.08,90,LOW,Authentic Voice Content
AUD-20918,88.828,0.1923,0.1453,0.0911,0.4355,15.77,Natural,Organic,No,0,0.0421,98,LOW,Authentic Voice Content
AUD-20919,99.506,0.1298,0.072,0.0852,0.4806,15.84,Natural,Organic,No,0,0.01,98,LOW,Authentic Voice Content
AUD-20920,78.754,0.2859,0.1234,0.0829,0.5627,16.45,Natural,Organic,No,0,0.1356,86,LOW,Authentic Voice Content
AUD-20921,38.888,0.6754,0.5673,0.0177,0.0601,28.04,Synthetic Phase,Artificial Dither,Yes (Neural Vocoder),1,0.9883,7,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20922,121.553,0.2584,0.2192,0.0728,0.3982,11.94,Natural,Organic,No,0,0.116,91,LOW,Authentic Voice Content
AUD-20923,52.553,0.6351,0.5563,0.0441,0.1184,20.86,Synthetic Phase,Synthetic Floor,Yes (Neural Vocoder),1,0.99,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20924,54.775,0.6237,0.7442,0.0252,0.0381,20.0,Vocoder Residual,Artificial Dither,Yes (Neural Vocoder),1,0.7983,9,HIGH,Synthetic Voice / Deepfake Audio
AUD-20925,101.664,0.2551,0.2027,0.0782,0.5105,16.3,Natural,Organic,No,0,0.01,99,LOW,Authentic Voice Content
AUD-20926,91.995,0.0964,0.2201,0.079,0.631,19.99,Natural,Organic,No,0,0.1564,83,LOW,Authentic Voice Content
AUD-20927,39.318,0.8628,0.7572,0.0194,0.114,34.3,Anomalous Harmonic,Artificial Dither,Yes (Neural Vocoder),1,0.8607,13,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20928,125.939,0.164,0.1819,0.1011,0.5344,20.5,Natural,Organic,No,0,0.0953,83,LOW,Authentic Voice Content
AUD-20929,71.045,0.1365,0.1699,0.0541,0.5117,15.18,Natural,Organic,No,0,0.01,96,LOW,Authentic Voice Content
AUD-20930,69.013,0.2364,0.174,0.0674,0.6544,13.27,Natural,Organic,No,0,0.09,89,LOW,Authentic Voice Content
AUD-20931,37.63,0.7876,0.8551,0.0212,0.0721,26.56,Anomalous Harmonic,Digital Void,Yes (Neural Vocoder),1,0.8197,18,HIGH,Synthetic Voice / Deepfake Audio
AUD-20932,110.928,0.3514,0.1674,0.0526,0.8189,16.14,Natural,Organic,No,0,0.0716,93,LOW,Authentic Voice Content
AUD-20933,65.356,0.0731,0.1591,0.0827,0.7128,15.91,Natural,Organic,No,0,0.0262,99,LOW,Authentic Voice Content
AUD-20934,27.183,0.5045,0.7598,0.0106,0.1752,26.46,Vocoder Residual,Digital Void,Yes (Neural Vocoder),1,0.9553,5,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20935,61.189,0.2008,0.113,0.0927,0.5386,18.83,Natural,Organic,No,0,0.01,93,LOW,Authentic Voice Content
AUD-20936,48.427,0.771,0.8462,0.0101,0.1184,24.87,Synthetic Phase,Synthetic Floor,Yes (Neural Vocoder),1,0.9487,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20937,102.875,0.2118,0.0747,0.1028,0.5553,15.81,Natural,Organic,No,0,0.1457,84,LOW,Authentic Voice Content
AUD-20938,89.704,0.257,0.1828,0.0718,0.4466,13.29,Natural,Organic,No,0,0.01,98,LOW,Authentic Voice Content
AUD-20939,40.991,0.6147,0.8499,0.0154,0.1491,30.27,Anomalous Harmonic,Synthetic Floor,Yes (Neural Vocoder),1,0.943,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20940,24.692,0.6152,0.7986,0.0208,0.1208,23.45,Synthetic Phase,Synthetic Floor,Yes (Neural Vocoder),1,0.9388,10,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20941,52.598,0.7092,0.6685,0.0187,0.1227,38.91,Vocoder Residual,Synthetic Floor,Yes (Neural Vocoder),1,0.8807,8,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20942,29.87,0.746,0.4034,0.0175,0.1185,23.28,Vocoder Residual,Artificial Dither,Yes (Neural Vocoder),1,0.8795,14,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20943,63.966,0.3278,0.2756,0.0602,0.2719,21.26,Natural,Organic,No,0,0.0972,89,LOW,Authentic Voice Content
AUD-20944,80.757,0.1858,0.1612,0.0973,0.4902,16.43,Natural,Organic,No,0,0.0172,99,LOW,Authentic Voice Content
AUD-20945,54.849,0.7424,0.6497,0.0173,0.1544,30.19,Synthetic Phase,Digital Void,Yes (Neural Vocoder),1,0.8603,11,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20946,43.713,0.6684,0.7445,0.0437,0.2082,29.54,Vocoder Residual,Artificial Dither,Yes (Neural Vocoder),1,0.7462,19,HIGH,Synthetic Voice / Deepfake Audio
AUD-20947,42.936,0.668,0.7517,0.0263,0.1207,25.05,Synthetic Phase,Digital Void,Yes (Neural Vocoder),1,0.9619,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20948,89.604,0.1346,0.1345,0.0557,0.4363,17.65,Natural,Organic,No,0,0.0144,99,LOW,Authentic Voice Content
AUD-20949,101.897,0.1221,0.2695,0.0724,0.5396,19.77,Natural,Organic,No,0,0.1166,85,LOW,Authentic Voice Content
AUD-20950,82.506,0.2233,0.1384,0.1039,0.4854,21.46,Natural,Organic,No,0,0.0861,87,LOW,Authentic Voice Content
AUD-20951,27.965,0.8607,0.9309,0.0197,0.1761,25.65,Vocoder Residual,Synthetic Floor,Yes (Neural Vocoder),1,0.7975,15,HIGH,Synthetic Voice / Deepfake Audio
AUD-20952,47.281,0.3947,0.8093,0.0335,0.1631,35.57,Anomalous Harmonic,Digital Void,Yes (Neural Vocoder),1,0.9115,11,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20953,41.739,0.7444,0.7028,0.0346,0.142,33.43,Synthetic Phase,Synthetic Floor,Yes (Neural Vocoder),1,0.8755,13,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20954,42.831,0.74,0.8575,0.0277,0.1228,28.79,Anomalous Harmonic,Digital Void,Yes (Neural Vocoder),1,0.99,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20955,30.86,0.639,0.6689,0.0176,0.0631,29.12,Vocoder Residual,Digital Void,Yes (Neural Vocoder),1,0.8876,14,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20956,62.012,0.1314,0.1974,0.0455,0.4592,15.15,Natural,Organic,No,0,0.1498,85,LOW,Authentic Voice Content
AUD-20957,35.459,0.6963,0.6382,0.0283,0.1451,26.71,Synthetic Phase,Artificial Dither,Yes (Neural Vocoder),1,0.8618,16,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20958,92.533,0.273,0.215,0.0602,0.4942,14.56,Natural,Organic,No,0,0.0445,91,LOW,Authentic Voice Content
AUD-20959,39.475,0.55,0.5922,0.0372,0.119,30.85,Vocoder Residual,Digital Void,Yes (Neural Vocoder),1,0.871,21,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20960,92.59,0.2676,0.1331,0.0705,0.3227,18.72,Natural,Organic,No,0,0.0876,95,LOW,Authentic Voice Content
AUD-20961,44.097,0.8245,0.6694,0.0265,0.1318,25.16,Synthetic Phase,Digital Void,Yes (Neural Vocoder),1,0.8513,10,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20962,67.494,0.3389,0.1685,0.0932,0.451,19.33,Natural,Organic,No,0,0.1472,87,LOW,Authentic Voice Content
AUD-20963,103.613,0.2131,0.2142,0.0943,0.5028,6.37,Natural,Organic,No,0,0.0777,91,LOW,Authentic Voice Content
AUD-20964,91.228,0.1583,0.046,0.0659,0.5424,14.58,Natural,Organic,No,0,0.0497,89,LOW,Authentic Voice Content
AUD-20965,13.399,0.64,0.6498,0.0045,0.1722,19.72,Anomalous Harmonic,Synthetic Floor,Yes (Neural Vocoder),1,0.8866,10,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20966,80.337,0.2466,0.0988,0.1042,0.4263,20.35,Natural,Organic,No,0,0.0304,95,LOW,Authentic Voice Content
AUD-20967,32.336,0.7719,0.6541,0.0318,0.1242,32.64,Synthetic Phase,Digital Void,Yes (Neural Vocoder),1,0.7902,25,HIGH,Synthetic Voice / Deepfake Audio
AUD-20968,98.921,0.3237,0.17,0.1037,0.4746,15.38,Natural,Organic,No,0,0.1589,82,LOW,Authentic Voice Content
AUD-20969,78.483,0.1817,0.1968,0.1109,0.4042,16.16,Natural,Organic,No,0,0.046,94,LOW,Authentic Voice Content
AUD-20970,73.302,0.0528,0.2027,0.1184,0.5939,23.12,Natural,Organic,No,0,0.109,91,LOW,Authentic Voice Content
AUD-20971,95.509,0.1846,0.2573,0.067,0.4933,15.66,Natural,Organic,No,0,0.0919,90,LOW,Authentic Voice Content
AUD-20972,51.497,0.6543,0.6708,0.02,0.1214,27.59,Vocoder Residual,Synthetic Floor,Yes (Neural Vocoder),1,0.9306,8,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20973,45.654,0.4436,0.5774,0.0168,0.1462,30.4,Synthetic Phase,Digital Void,Yes (Neural Vocoder),1,0.9189,15,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20974,74.171,0.3055,0.1543,0.0963,0.6559,21.02,Natural,Organic,No,0,0.1397,83,LOW,Authentic Voice Content
AUD-20975,34.33,0.5961,0.8431,0.024,0.1383,30.29,Vocoder Residual,Digital Void,Yes (Neural Vocoder),1,0.8576,9,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20976,38.503,0.7661,0.6649,0.0296,0.1311,27.29,Vocoder Residual,Artificial Dither,Yes (Neural Vocoder),1,0.914,11,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20977,33.951,0.4804,0.6825,0.0179,0.1472,21.35,Vocoder Residual,Artificial Dither,Yes (Neural Vocoder),1,0.99,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20978,42.396,0.7485,0.7191,0.0225,0.1304,28.87,Vocoder Residual,Artificial Dither,Yes (Neural Vocoder),1,0.9043,9,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20979,59.521,0.2288,0.2204,0.0665,0.3278,17.36,Natural,Organic,No,0,0.1191,87,LOW,Authentic Voice Content
AUD-20980,28.153,0.7897,0.9447,0.022,0.1447,42.46,Anomalous Harmonic,Digital Void,Yes (Neural Vocoder),1,0.714,25,HIGH,Synthetic Voice / Deepfake Audio
AUD-20981,56.334,0.2869,0.1856,0.0839,0.3374,17.71,Natural,Organic,No,0,0.0952,96,LOW,Authentic Voice Content
AUD-20982,75.644,0.1326,0.2116,0.118,0.4176,12.13,Natural,Organic,No,0,0.0778,96,LOW,Authentic Voice Content
AUD-20983,107.73,0.1143,0.1392,0.0773,0.5806,19.52,Natural,Organic,No,0,0.1927,80,LOW,Authentic Voice Content
AUD-20984,83.607,0.2796,0.109,0.0666,0.5601,15.22,Natural,Organic,No,0,0.0149,99,LOW,Authentic Voice Content
AUD-20985,43.269,0.7174,0.7982,0.0304,0.0527,24.68,Vocoder Residual,Synthetic Floor,Yes (Neural Vocoder),1,0.8543,24,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20986,83.224,0.0375,0.1815,0.071,0.5153,15.61,Natural,Organic,No,0,0.1638,86,LOW,Authentic Voice Content
AUD-20987,49.28,0.8009,0.9881,0.0348,0.1162,25.16,Vocoder Residual,Synthetic Floor,Yes (Neural Vocoder),1,0.7715,22,HIGH,Synthetic Voice / Deepfake Audio
AUD-20988,87.0,0.1523,0.3143,0.0697,0.3577,22.16,Natural,Organic,No,0,0.0388,96,LOW,Authentic Voice Content
AUD-20989,88.325,0.1526,0.119,0.0992,0.251,17.83,Natural,Organic,No,0,0.0483,98,LOW,Authentic Voice Content
AUD-20990,44.689,0.8041,0.5712,0.0406,0.126,15.26,Vocoder Residual,Digital Void,Yes (Neural Vocoder),1,0.99,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20991,41.919,0.6051,0.7828,0.0264,0.0879,26.34,Anomalous Harmonic,Digital Void,Yes (Neural Vocoder),1,0.9555,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20992,71.988,0.3236,0.1357,0.1144,0.3333,12.41,Natural,Organic,No,0,0.0414,95,LOW,Authentic Voice Content
AUD-20993,69.592,0.3046,0.0544,0.07,0.6754,17.32,Natural,Organic,No,0,0.0142,96,LOW,Authentic Voice Content
AUD-20994,43.933,0.7824,0.8422,0.0233,0.0024,21.66,Anomalous Harmonic,Synthetic Floor,Yes (Neural Vocoder),1,0.9273,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20995,24.524,0.5868,0.6465,0.0309,0.0982,28.21,Vocoder Residual,Artificial Dither,Yes (Neural Vocoder),1,0.99,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20996,56.2,0.7095,0.6958,0.0299,0.1427,34.88,Synthetic Phase,Digital Void,Yes (Neural Vocoder),1,0.7318,30,HIGH,Synthetic Voice / Deepfake Audio
AUD-20997,50.724,0.5553,0.7419,0.0166,0.1354,25.95,Synthetic Phase,Digital Void,Yes (Neural Vocoder),1,0.9214,7,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20998,47.532,0.5864,0.704,0.0363,0.1519,26.78,Anomalous Harmonic,Digital Void,Yes (Neural Vocoder),1,0.8652,13,CRITICAL,Synthetic Voice / Deepfake Audio
