sample_id,media_type,edge_blending_score,facial_symmetry_deviation,lighting_inconsistency,ela_difference_mean,fft_high_freq_ratio,noise_pattern_residual,color_space_variance,temporal_jitter,blink_rate_anomaly,is_synthetic,synthetic_confidence,trust_score,risk_level,verdict
MED-10947,Image,0.8551,0.0289,0.0626,12.697,0.4631,0.1213,0.0365,0.0,0.0,0,0.01,99,LOW,Authentic Content
MED-10948,Image,0.4422,0.9882,0.8809,40.536,0.196,0.8812,0.6495,0.0,0.0,1,0.99,5,HIGH,Deepfake Detected
MED-10949,Video,0.9575,0.4141,0.3673,8.162,0.7343,0.1708,0.2185,0.017,0.0346,0,0.0803,89,LOW,Authentic Content
MED-10950,Image,0.4228,0.5087,0.7734,28.726,0.1287,0.809,0.6589,0.0,0.0,1,0.8128,10,CRITICAL,Deepfake Detected
MED-10951,Video,0.6506,0.0731,0.2191,5.801,0.3413,0.0643,0.1399,0.1261,0.1891,0,0.01,99,LOW,Authentic Content
MED-10952,Image,0.0715,0.7999,0.6378,34.708,0.0024,0.8014,0.6785,0.0,0.0,1,0.8505,7,HIGH,Deepfake Detected
MED-10953,Video,0.4557,0.6135,0.9115,38.021,0.1928,0.4847,0.6307,0.7557,0.8085,1,0.7289,32,CRITICAL,Deepfake Detected
MED-10954,Image,0.8869,0.0,0.243,15.971,0.5927,0.1078,0.1956,0.0,0.0,0,0.0547,94,LOW,Authentic Content
MED-10955,Image,0.9648,0.3021,0.2107,6.94,0.4903,0.1224,0.1086,0.0,0.0,0,0.034,89,LOW,Authentic Content
MED-10956,Image,0.1111,0.6594,0.7989,36.545,0.1293,0.5841,0.5151,0.0,0.0,1,0.7863,22,CRITICAL,Deepfake Detected
MED-10957,Image,0.47,0.4411,0.5621,38.097,0.1708,0.7031,0.6614,0.0,0.0,1,0.8778,6,CRITICAL,Deepfake Detected
MED-10958,Image,0.1358,0.6967,0.477,67.801,0.1426,0.7694,0.5758,0.0,0.0,1,0.7697,18,CRITICAL,Deepfake Detected
MED-10959,Video,0.4987,0.0924,0.1649,15.118,0.5832,0.1647,0.2057,0.2348,0.063,0,0.01,99,LOW,Authentic Content
MED-10960,Image,0.4265,1.0,0.7391,30.002,0.0,0.6981,0.3116,0.0,0.0,1,0.8825,19,CRITICAL,Deepfake Detected
MED-10961,Video,0.5621,0.0771,0.1615,13.396,0.4388,0.1109,0.2205,0.0505,0.0952,0,0.0868,91,LOW,Authentic Content
MED-10962,Video,0.1172,0.7878,0.7607,46.499,0.2339,0.5016,0.6031,0.8826,0.6689,1,0.8629,12,CRITICAL,Deepfake Detected
MED-10963,Image,0.5098,0.0,0.2579,3.513,0.6194,0.0817,0.2556,0.0,0.0,0,0.1066,87,LOW,Authentic Content
MED-10964,Image,0.0955,0.6215,0.7208,30.094,0.1657,0.2401,0.4824,0.0,0.0,1,0.7912,20,HIGH,Deepfake Detected
MED-10965,Image,0.0745,0.6939,0.664,3.558,0.0644,0.774,0.8223,0.0,0.0,1,0.9403,7,CRITICAL,Deepfake Detected
MED-10966,Image,0.071,0.6731,0.5371,31.777,0.2454,0.3089,0.6174,0.0,0.0,1,0.7599,30,CRITICAL,Deepfake Detected
MED-10967,Image,0.8189,0.0,0.1329,5.167,0.5619,0.3171,0.2556,0.0,0.0,0,0.2442,77,LOW,Authentic Content
MED-10968,Video,0.6657,0.104,0.2028,3.198,0.619,0.2132,0.2032,0.0666,0.1416,0,0.105,89,LOW,Authentic Content
MED-10969,Video,0.749,0.1297,0.2463,8.718,0.4428,0.1357,0.1735,0.144,0.14,0,0.0611,94,LOW,Authentic Content
MED-10970,Video,0.809,0.1842,0.1211,8.586,0.6529,0.0638,0.0936,0.0354,0.0498,0,0.1157,82,LOW,Authentic Content
MED-10971,Image,0.3207,0.6464,0.6905,65.325,0.2447,1.0,0.5204,0.0,0.0,1,0.8415,9,CRITICAL,Deepfake Detected
MED-10972,Video,0.6767,0.1166,0.2692,6.121,0.4749,0.2022,0.1401,0.1309,0.0176,0,0.022,96,LOW,Authentic Content
MED-10973,Video,0.6466,0.1082,0.2778,4.07,0.561,0.0889,0.3122,0.129,0.1728,0,0.0477,98,LOW,Authentic Content
MED-10974,Video,0.7621,0.1274,0.1946,1.716,0.7311,0.0838,0.1732,0.0341,0.1604,0,0.1118,87,LOW,Authentic Content
MED-10975,Image,0.7725,0.0237,0.2667,3.16,0.4955,0.0579,0.2795,0.0,0.0,0,0.1149,87,LOW,Authentic Content
MED-10976,Image,0.9507,0.232,0.2137,10.475,0.4536,0.1647,0.1106,0.0,0.0,0,0.0216,97,LOW,Authentic Content
MED-10977,Image,0.2455,0.2984,0.5785,55.335,0.1525,0.7646,0.6313,0.0,0.0,1,0.8309,8,HIGH,Deepfake Detected
MED-10978,Video,0.4358,0.1874,0.241,8.456,0.4577,0.07,0.2318,0.0763,0.128,0,0.01,96,LOW,Authentic Content
MED-10979,Video,0.1781,0.9203,0.711,17.836,0.0462,0.5465,0.57,0.8701,0.5378,1,0.9039,11,CRITICAL,Deepfake Detected
MED-10980,Video,0.0289,0.703,0.7819,28.116,0.0,0.7055,0.5617,0.518,0.8146,1,0.8455,24,HIGH,Deepfake Detected
MED-10981,Image,0.4767,0.1651,0.1302,3.887,0.4467,0.169,0.2074,0.0,0.0,0,0.1205,83,LOW,Authentic Content
MED-10982,Image,0.3346,0.6331,1.0,46.171,0.2299,0.8332,0.6438,0.0,0.0,1,0.8461,8,CRITICAL,Deepfake Detected
MED-10983,Image,0.5226,0.4313,0.4951,32.64,0.1954,0.9048,0.5578,0.0,0.0,1,0.7892,17,CRITICAL,Deepfake Detected
MED-10984,Image,0.6241,0.5424,0.7864,43.431,0.0697,0.3394,0.5123,0.0,0.0,1,0.8683,6,CRITICAL,Deepfake Detected
MED-10985,Image,0.2669,0.8913,0.6035,45.634,0.1682,0.9236,0.7196,0.0,0.0,1,0.8347,25,CRITICAL,Deepfake Detected
MED-10986,Video,0.2083,0.7627,0.6222,9.381,0.2321,0.71,0.475,0.3928,0.7196,1,0.9217,10,HIGH,Deepfake Detected
MED-10987,Video,0.8552,0.2092,0.0229,7.562,0.6026,0.1404,0.3217,0.0869,0.1492,0,0.1276,96,LOW,Authentic Content
MED-10988,Image,0.2511,0.7754,0.8378,53.245,0.2614,0.6701,0.4962,0.0,0.0,1,0.8419,20,CRITICAL,Deepfake Detected
MED-10989,Image,0.7607,0.1196,0.1163,9.603,0.6098,0.1393,0.0526,0.0,0.0,0,0.01,95,LOW,Authentic Content
MED-10990,Video,0.1316,0.7567,0.8869,54.504,0.2069,0.8235,0.5125,0.5927,0.525,1,0.9707,5,CRITICAL,Deepfake Detected
MED-10991,Image,0.3228,0.4811,0.7294,43.66,0.1522,0.5096,0.7823,0.0,0.0,1,0.99,5,HIGH,Deepfake Detected
MED-10992,Image,0.831,0.0943,0.182,3.863,0.3225,0.1278,0.187,0.0,0.0,0,0.028,98,LOW,Authentic Content
MED-10993,Video,0.2417,0.8882,0.798,27.091,0.1791,0.6785,0.5753,0.9428,0.4082,1,0.7024,36,CRITICAL,Deepfake Detected
MED-10994,Video,0.1535,0.7911,0.5891,51.528,0.1682,0.5665,0.4678,0.8353,0.9196,1,0.9685,5,CRITICAL,Deepfake Detected
MED-10995,Image,0.7031,0.0943,0.2526,10.297,0.6016,0.1834,0.2254,0.0,0.0,0,0.0776,86,LOW,Authentic Content
MED-10996,Video,0.8848,0.0349,0.2514,6.948,0.4392,0.0649,0.1476,0.125,0.1063,0,0.1229,83,LOW,Authentic Content
MED-10997,Image,0.7253,0.2127,0.2672,7.759,0.607,0.0114,0.2315,0.0,0.0,0,0.1839,78,LOW,Authentic Content
MED-10998,Image,0.9306,0.2461,0.0959,13.204,0.6352,0.1498,0.1788,0.0,0.0,0,0.0971,97,LOW,Authentic Content
MED-10999,Video,0.1889,0.4879,0.6248,34.765,0.1012,0.8206,0.5498,0.5771,0.8261,1,0.6821,36,HIGH,Deepfake Detected
MED-11000,Image,0.7497,0.1111,0.1415,15.21,0.4672,0.0715,0.139,0.0,0.0,0,0.1426,79,LOW,Authentic Content
MED-11001,Video,0.6074,0.2409,0.2022,5.721,0.4862,0.0519,0.3005,0.1287,0.1875,0,0.1528,83,LOW,Authentic Content
MED-11002,Video,0.7538,0.132,0.1948,12.162,0.4998,0.129,0.1925,0.1401,0.0799,0,0.01,99,LOW,Authentic Content
MED-11003,Video,0.7484,0.2563,0.1927,7.76,0.7387,0.0632,0.342,0.1016,0.0099,0,0.0692,96,LOW,Authentic Content
MED-11004,Image,0.8116,0.1007,0.1165,10.848,0.4169,0.0551,0.1057,0.0,0.0,0,0.1011,91,LOW,Authentic Content
MED-11005,Image,0.3029,0.4992,0.6206,46.325,0.2471,0.2967,0.5017,0.0,0.0,1,0.99,5,CRITICAL,Deepfake Detected
MED-11006,Video,0.3977,0.6317,0.5804,42.801,0.0823,0.6522,0.4075,0.859,0.6533,1,0.7806,21,HIGH,Deepfake Detected
MED-11007,Video,0.6811,0.2617,0.2087,12.355,0.6668,0.2001,0.2033,0.1277,0.2006,0,0.0426,94,LOW,Authentic Content
MED-11008,Video,0.3193,0.6635,0.5114,23.334,0.2061,0.8678,0.5847,0.658,0.8774,1,0.6956,30,CRITICAL,Deepfake Detected
MED-11009,Video,0.3159,0.7011,0.5733,46.891,0.3014,0.389,0.4079,0.36,0.8163,1,0.9359,13,HIGH,Deepfake Detected
MED-11010,Video,0.4716,0.0734,0.1217,1.509,0.4935,0.0386,0.2163,0.0406,0.0907,0,0.091,90,LOW,Authentic Content
MED-11011,Video,0.9103,0.1499,0.0915,9.305,0.6607,0.0914,0.1244,0.1083,0.0399,0,0.0404,99,LOW,Authentic Content
MED-11012,Image,0.5449,0.3028,0.2997,14.808,0.5597,0.1504,0.0293,0.0,0.0,0,0.206,77,LOW,Authentic Content
MED-11013,Image,0.1128,0.5025,0.8597,39.018,0.097,0.8863,0.5053,0.0,0.0,1,0.99,5,CRITICAL,Deepfake Detected
MED-11014,Image,0.6639,1.0,0.9219,28.57,0.0691,0.5631,0.5123,0.0,0.0,1,0.8294,20,HIGH,Deepfake Detected
MED-11015,Video,0.7571,0.0394,0.0015,6.379,0.5316,0.2307,0.2823,0.0539,0.2651,0,0.0781,97,LOW,Authentic Content
MED-11016,Image,0.6633,0.2447,0.1993,4.964,0.5743,0.1314,0.2497,0.0,0.0,0,0.1526,83,LOW,Authentic Content
MED-11017,Video,0.5773,0.2487,0.1406,5.05,0.5702,0.0795,0.2396,0.0583,0.096,0,0.1935,79,LOW,Authentic Content
MED-11018,Video,0.6203,0.2023,0.2645,12.472,0.4303,0.1558,0.1627,0.0697,0.1922,0,0.047,96,LOW,Authentic Content
MED-11019,Image,0.8917,0.0515,0.205,5.495,0.6516,0.0333,0.1715,0.0,0.0,0,0.1017,90,LOW,Authentic Content
MED-11020,Image,0.2283,0.6069,0.8424,38.361,0.0773,0.5598,0.7707,0.0,0.0,1,0.9885,5,CRITICAL,Deepfake Detected
MED-11021,Image,0.2441,0.7593,0.5799,51.017,0.349,0.7848,0.7357,0.0,0.0,1,0.8425,17,CRITICAL,Deepfake Detected
MED-11022,Image,0.467,0.6705,0.7802,28.854,0.0827,0.5165,0.6451,0.0,0.0,1,0.9759,5,CRITICAL,Deepfake Detected
MED-11023,Image,0.3641,0.3172,1.0,48.278,0.1731,0.6923,0.5775,0.0,0.0,1,0.8732,12,CRITICAL,Deepfake Detected
MED-11024,Video,0.078,0.7528,0.6117,41.183,0.1244,0.7196,0.3207,0.5322,0.9695,1,0.8939,5,CRITICAL,Deepfake Detected
MED-11025,Video,0.7512,0.0807,0.1396,11.369,0.5051,0.1233,0.0743,0.0426,0.1976,0,0.0707,94,LOW,Authentic Content
MED-11026,Image,0.8682,0.0286,0.2088,11.689,0.52,0.1673,0.1907,0.0,0.0,0,0.1389,87,LOW,Authentic Content
MED-11027,Image,0.68,0.0971,0.0186,9.837,0.5633,0.0908,0.1458,0.0,0.0,0,0.0384,98,LOW,Authentic Content
MED-11028,Image,0.1292,0.5653,0.7965,53.494,0.2813,0.4865,0.6171,0.0,0.0,1,0.9621,6,CRITICAL,Deepfake Detected
MED-11029,Video,0.795,0.1972,0.0555,7.774,0.5518,0.0938,0.2252,0.1403,0.1182,0,0.0935,96,LOW,Authentic Content
MED-11030,Video,0.1784,0.7889,0.8997,39.063,0.0347,0.378,0.6683,0.5174,0.7655,1,0.8614,13,HIGH,Deepfake Detected
MED-11031,Image,0.7572,0.1319,0.1409,2.194,0.556,0.1605,0.3199,0.0,0.0,0,0.1316,90,LOW,Authentic Content
MED-11032,Image,0.2047,0.6937,0.7994,36.942,0.3367,0.7858,0.6208,0.0,0.0,1,0.8955,9,CRITICAL,Deepfake Detected
MED-11033,Video,0.9155,0.1083,0.1125,10.259,0.6066,0.0809,0.1893,0.0564,0.0871,0,0.096,88,LOW,Authentic Content
MED-11034,Image,0.6126,0.1119,0.2961,5.312,0.477,0.0063,0.4512,0.0,0.0,0,0.071,97,LOW,Authentic Content
MED-11035,Image,0.2178,0.6273,0.7147,48.352,0.1771,0.6045,0.6433,0.0,0.0,1,0.9104,7,CRITICAL,Deepfake Detected
MED-11036,Video,0.0555,0.9713,0.7169,54.924,0.1788,0.6765,0.6036,0.5361,0.8946,1,0.7708,23,CRITICAL,Deepfake Detected
MED-11037,Video,0.8736,0.2069,0.2253,9.163,0.5132,0.0899,0.149,0.1141,0.1577,0,0.0724,93,LOW,Authentic Content
MED-11038,Video,0.7006,0.15,0.208,10.459,0.5726,0.1042,0.3035,0.0854,0.1833,0,0.0599,90,LOW,Authentic Content
MED-11039,Image,0.2631,0.4606,0.4884,38.618,0.2715,0.8158,0.6822,0.0,0.0,1,0.8183,13,CRITICAL,Deepfake Detected
MED-11040,Video,0.8639,0.0772,0.2622,9.549,0.4944,0.0544,0.1821,0.0591,0.1912,0,0.0855,88,LOW,Authentic Content
MED-11041,Image,0.0777,0.9132,0.6068,43.349,0.2136,0.5561,0.4843,0.0,0.0,1,0.99,5,HIGH,Deepfake Detected
MED-11042,Video,0.7834,0.193,0.225,3.831,0.5313,0.1644,0.1828,0.1276,0.0624,0,0.01,99,LOW,Authentic Content
MED-11043,Image,0.5857,0.6001,0.5616,38.689,0.1476,0.4399,0.3767,0.0,0.0,1,0.7653,23,HIGH,Deepfake Detected
MED-11044,Video,0.2424,0.7391,0.634,37.65,0.1509,0.4473,0.3431,0.4996,0.3279,1,0.7367,34,CRITICAL,Deepfake Detected
MED-11045,Video,0.8744,0.1722,0.2398,10.912,0.4758,0.0912,0.0725,0.1262,0.1849,0,0.177,83,LOW,Authentic Content
MED-11046,Image,0.1602,0.3724,0.6886,37.667,0.1829,0.6721,0.2902,0.0,0.0,1,0.8515,7,CRITICAL,Deepfake Detected
MED-11047,Image,0.4545,0.1657,0.2429,8.746,0.5596,0.1178,0.1189,0.0,0.0,0,0.0323,91,LOW,Authentic Content
MED-11048,Image,0.3811,0.9593,0.6359,27.861,0.1835,0.7802,0.5086,0.0,0.0,1,0.8829,7,HIGH,Deepfake Detected
MED-11049,Image,0.4058,0.0066,0.2333,10.405,0.513,0.1056,0.2361,0.0,0.0,0,0.096,89,LOW,Authentic Content
MED-11050,Image,0.6038,0.1365,0.1316,10.911,0.5567,0.1978,0.2461,0.0,0.0,0,0.0195,91,LOW,Authentic Content
MED-11051,Video,0.2342,0.3844,0.9311,33.596,0.2272,0.6336,0.4253,0.7523,0.5358,1,0.8522,21,CRITICAL,Deepfake Detected
MED-11052,Image,0.7813,0.194,0.1109,4.264,0.4605,0.163,0.0486,0.0,0.0,0,0.0715,99,LOW,Authentic Content
MED-11053,Image,0.3052,0.756,0.4835,28.068,0.0869,0.6306,0.6939,0.0,0.0,1,0.8121,17,HIGH,Deepfake Detected
MED-11054,Video,0.1499,0.8649,0.7569,38.465,0.0953,0.301,0.5936,0.763,0.6837,1,0.7965,20,CRITICAL,Deepfake Detected
MED-11055,Video,0.4238,0.7794,0.8477,49.007,0.1794,0.458,0.3658,0.7716,0.7718,1,0.9119,10,CRITICAL,Deepfake Detected
MED-11056,Image,0.7399,0.1781,0.1204,4.208,0.557,0.1154,0.2434,0.0,0.0,0,0.0784,90,LOW,Authentic Content
MED-11057,Video,0.8673,0.1569,0.2571,8.879,0.7908,0.1296,0.1559,0.2335,0.1448,0,0.1394,88,LOW,Authentic Content
MED-11058,Video,0.7103,0.2457,0.146,9.883,0.6038,0.1017,0.2547,0.1227,0.1617,0,0.0182,99,LOW,Authentic Content
MED-11059,Video,0.771,0.227,0.2727,13.496,0.5428,0.0207,0.2503,0.1296,0.2132,0,0.1449,86,LOW,Authentic Content
MED-11060,Image,0.0082,0.6227,0.7613,54.693,0.2161,0.5417,0.726,0.0,0.0,1,0.99,5,CRITICAL,Deepfake Detected
MED-11061,Video,0.0996,0.3584,0.7343,30.942,0.1877,0.2821,0.6004,0.1824,0.8632,1,0.9022,8,HIGH,Deepfake Detected
MED-11062,Video,0.3661,0.6465,0.7173,13.843,0.1088,0.7241,0.6015,0.5745,0.6089,1,0.6757,21,CRITICAL,Deepfake Detected
MED-11063,Image,0.7724,0.1128,0.1295,6.825,0.3398,0.1224,0.2627,0.0,0.0,0,0.0432,92,LOW,Authentic Content
MED-11064,Video,0.7787,0.1211,0.1602,12.235,0.437,0.1665,0.3209,0.0772,0.1642,0,0.0655,97,LOW,Authentic Content
MED-11065,Image,0.8626,0.2076,0.1433,5.316,0.4778,0.0739,0.1253,0.0,0.0,0,0.01,99,LOW,Authentic Content
MED-11066,Video,0.111,0.9519,0.5885,35.662,0.0827,0.4343,0.7657,0.6508,0.7201,1,0.6804,33,CRITICAL,Deepfake Detected
MED-11067,Video,0.3102,0.7888,0.7625,28.903,0.3171,0.8637,0.4868,0.7367,0.9192,1,0.8919,9,CRITICAL,Deepfake Detected
MED-11068,Image,0.382,0.9277,0.7032,27.436,0.1227,0.6703,0.6704,0.0,0.0,1,0.7164,37,CRITICAL,Deepfake Detected
MED-11069,Image,0.3409,0.694,0.6971,23.793,0.0731,0.5613,0.4584,0.0,0.0,1,0.8222,21,CRITICAL,Deepfake Detected
MED-11070,Image,0.8034,0.0977,0.2328,5.509,0.5335,0.0483,0.147,0.0,0.0,0,0.0751,99,LOW,Authentic Content
MED-11071,Image,0.291,0.9109,0.7812,30.787,0.2176,0.6032,0.3413,0.0,0.0,1,0.9436,11,HIGH,Deepfake Detected
MED-11072,Image,0.8532,0.1035,0.1915,12.952,0.4344,0.1426,0.1069,0.0,0.0,0,0.135,83,LOW,Authentic Content
MED-11073,Video,0.0388,0.5489,0.6386,52.882,0.2697,0.4909,0.7956,0.1552,0.7322,1,0.7216,29,HIGH,Deepfake Detected
MED-11074,Image,0.8351,0.1713,0.1901,4.357,0.5513,0.1101,0.0489,0.0,0.0,0,0.0158,99,LOW,Authentic Content
MED-11075,Video,0.3999,0.9294,0.9022,25.704,0.1746,0.6944,0.5488,0.6898,0.8231,1,0.9503,13,HIGH,Deepfake Detected
MED-11076,Video,0.739,0.2055,0.0515,0.0,0.5459,0.19,0.175,0.0695,0.11,0,0.1759,79,LOW,Authentic Content
MED-11077,Video,0.5317,0.0,0.1422,9.036,0.5271,0.0048,0.0962,0.0599,0.1159,0,0.01,99,LOW,Authentic Content
MED-11078,Image,0.937,0.0176,0.1391,5.693,0.5661,0.1189,0.368,0.0,0.0,0,0.0641,80,LOW,Authentic Content
MED-11079,Image,0.9181,0.0486,0.0186,10.448,0.2535,0.1787,0.1906,0.0,0.0,0,0.117,89,LOW,Authentic Content
MED-11080,Video,0.2684,0.7222,0.7265,21.982,0.1485,0.9972,0.6177,0.8256,0.5525,1,0.7499,18,HIGH,Deepfake Detected
MED-11081,Image,0.5164,0.1644,0.3464,9.615,0.2305,0.1834,0.0792,0.0,0.0,0,0.0938,87,LOW,Authentic Content
MED-11082,Image,0.7432,0.1696,0.2577,8.302,0.397,0.0769,0.1996,0.0,0.0,0,0.1541,86,LOW,Authentic Content
MED-11083,Image,0.131,1.0,0.6698,48.119,0.1204,0.632,0.5835,0.0,0.0,1,0.8306,29,HIGH,Deepfake Detected
MED-11084,Video,0.4814,0.6506,0.8037,38.412,0.2923,0.7506,0.5622,0.0584,0.8494,1,0.732,31,HIGH,Deepfake Detected
MED-11085,Video,0.1203,0.5446,0.6525,9.343,0.1989,0.6542,0.6026,0.7108,0.7579,1,0.839,16,HIGH,Deepfake Detected
MED-11086,Image,0.9168,0.0097,0.2008,11.653,0.6295,0.0701,0.3084,0.0,0.0,0,0.2026,82,LOW,Authentic Content
MED-11087,Video,0.2471,0.6445,0.6899,37.149,0.0,0.7746,0.6874,0.6868,0.5246,1,0.8867,11,CRITICAL,Deepfake Detected
MED-11088,Video,0.1337,0.7976,0.5243,35.567,0.2245,0.604,0.5552,0.5952,0.5747,1,0.9674,5,CRITICAL,Deepfake Detected
MED-11089,Image,0.3222,0.6125,0.8534,43.557,0.1544,0.6049,0.6644,0.0,0.0,1,0.9511,5,CRITICAL,Deepfake Detected
MED-11090,Image,0.9089,0.0984,0.2482,11.223,0.5917,0.057,0.1643,0.0,0.0,0,0.0894,87,LOW,Authentic Content
MED-11091,Video,0.7141,0.2534,0.5245,46.003,0.1824,0.9017,0.7654,0.6979,0.747,1,0.8566,5,CRITICAL,Deepfake Detected
MED-11092,Video,0.8343,0.0641,0.2862,8.935,0.6789,0.1418,0.2408,0.0845,0.1084,0,0.1379,85,LOW,Authentic Content
MED-11093,Video,0.867,0.0968,0.2459,8.553,0.5927,0.1026,0.2146,0.1469,0.119,0,0.0485,87,LOW,Authentic Content
MED-11094,Video,0.8774,0.1782,0.122,6.603,0.3474,0.0522,0.0968,0.1135,0.1468,0,0.0847,93,LOW,Authentic Content
MED-11095,Image,0.8589,0.0662,0.1492,8.91,0.4865,0.14,0.154,0.0,0.0,0,0.0392,95,LOW,Authentic Content
MED-11096,Image,0.3021,0.8046,0.86,34.86,0.1683,0.5817,0.6785,0.0,0.0,1,0.8574,7,CRITICAL,Deepfake Detected
MED-11097,Video,0.689,0.1178,0.1173,14.843,0.708,0.148,0.063,0.0697,0.0544,0,0.1887,75,LOW,Authentic Content
MED-11098,Image,0.8726,0.2646,0.3038,6.765,0.7216,0.0753,0.0702,0.0,0.0,0,0.0827,85,LOW,Authentic Content
MED-11099,Image,0.64,0.2189,0.3385,3.967,0.3091,0.2234,0.2465,0.0,0.0,0,0.0876,90,LOW,Authentic Content
MED-11100,Video,0.8271,0.3158,0.1798,12.7,0.5898,0.2253,0.0606,0.1453,0.0713,0,0.0756,97,LOW,Authentic Content
MED-11101,Video,0.1731,0.7417,0.6948,34.199,0.0814,0.825,0.5315,0.5884,0.6812,1,0.8286,13,HIGH,Deepfake Detected
MED-11102,Image,0.2895,0.8789,0.8638,38.298,0.2314,0.444,0.4864,0.0,0.0,1,0.7895,14,CRITICAL,Deepfake Detected
MED-11103,Video,0.6764,0.2037,0.149,2.191,0.4966,0.2021,0.1724,0.0477,0.1577,0,0.0955,90,LOW,Authentic Content
MED-11104,Image,0.7886,0.106,0.077,13.365,0.5383,0.2031,0.2107,0.0,0.0,0,0.0694,91,LOW,Authentic Content
MED-11105,Video,0.3747,0.2381,0.128,5.972,0.6409,0.0919,0.3054,0.0654,0.2063,0,0.0617,95,LOW,Authentic Content
MED-11106,Video,0.3424,0.6828,0.8559,32.353,0.1189,0.8005,0.4545,0.4406,0.7762,1,0.9844,5,HIGH,Deepfake Detected
MED-11107,Image,0.1745,0.6173,1.0,25.683,0.2034,1.0,0.588,0.0,0.0,1,0.8562,15,CRITICAL,Deepfake Detected
MED-11108,Image,0.4986,0.1215,0.0953,5.037,0.6332,0.0929,0.2205,0.0,0.0,0,0.1246,84,LOW,Authentic Content
MED-11109,Video,0.0933,0.6376,0.7312,54.816,0.1591,0.7488,0.6383,0.4762,0.8732,1,0.8628,11,HIGH,Deepfake Detected
MED-11110,Image,0.4313,0.8914,0.8959,40.203,0.0881,0.519,0.6644,0.0,0.0,1,0.9494,5,HIGH,Deepfake Detected
MED-11111,Image,0.3228,0.5338,0.7946,55.849,0.074,0.7321,0.7264,0.0,0.0,1,0.9195,5,HIGH,Deepfake Detected
MED-11112,Image,0.4354,0.4218,0.7466,50.89,0.1091,0.6079,0.5854,0.0,0.0,1,0.9163,5,HIGH,Deepfake Detected
MED-11113,Video,0.0786,0.6566,0.5703,24.223,0.1689,0.6505,0.477,0.5703,0.9047,1,0.8106,27,CRITICAL,Deepfake Detected
MED-11114,Video,0.0281,0.8706,0.5883,21.84,0.0745,0.7461,0.5967,0.7608,0.8004,1,0.8079,14,HIGH,Deepfake Detected
MED-11115,Video,0.8657,0.2525,0.1234,14.086,0.6152,0.1116,0.3359,0.1315,0.0348,0,0.0544,97,LOW,Authentic Content
MED-11116,Video,0.4753,0.786,0.7746,53.674,0.2421,0.6639,0.7268,1.0,0.5752,1,0.6076,45,CRITICAL,Deepfake Detected
MED-11117,Video,0.9321,0.0716,0.2409,4.416,0.6188,0.121,0.3067,0.1571,0.2061,0,0.1676,83,LOW,Authentic Content
MED-11118,Image,0.7246,0.0782,0.2243,7.136,0.3854,0.1168,0.1281,0.0,0.0,0,0.0638,98,LOW,Authentic Content
MED-11119,Video,0.1395,0.6149,0.7126,52.34,0.1408,0.7953,0.725,0.4807,0.5986,1,0.9213,15,CRITICAL,Deepfake Detected
MED-11120,Image,0.4993,0.7948,0.6161,38.264,0.0,0.5676,0.6905,0.0,0.0,1,0.9843,5,HIGH,Deepfake Detected
MED-11121,Video,0.5253,0.2803,0.2322,7.275,0.5196,0.1504,0.2779,0.0622,0.142,0,0.0496,94,LOW,Authentic Content
MED-11122,Video,0.4217,0.6761,0.5299,34.063,0.3263,0.5137,0.555,0.5235,0.6169,1,0.8678,13,CRITICAL,Deepfake Detected
MED-11123,Video,0.243,1.0,0.4354,55.178,0.1407,0.8733,0.5013,0.6744,0.7082,1,0.7898,27,CRITICAL,Deepfake Detected
MED-11124,Image,0.3848,0.5304,0.7246,36.494,0.1917,0.7446,0.6602,0.0,0.0,1,0.9594,8,CRITICAL,Deepfake Detected
MED-11125,Image,0.6813,0.1401,0.2684,7.003,0.8723,0.1964,0.1976,0.0,0.0,0,0.1485,82,LOW,Authentic Content
MED-11126,Image,0.8451,0.2182,0.0992,13.759,0.5498,0.104,0.0953,0.0,0.0,0,0.1642,87,LOW,Authentic Content
MED-11127,Image,0.3333,0.2945,0.7549,49.571,0.1087,0.8997,0.685,0.0,0.0,1,0.8969,8,CRITICAL,Deepfake Detected
MED-11128,Image,0.1192,0.58,0.7826,33.624,0.1667,0.5924,0.7625,0.0,0.0,1,0.9762,5,HIGH,Deepfake Detected
MED-11129,Image,0.1533,0.6025,0.5128,40.884,0.3567,0.5359,0.4976,0.0,0.0,1,0.83,9,CRITICAL,Deepfake Detected
MED-11130,Image,0.351,0.5328,0.6263,20.09,0.3983,0.4319,0.6018,0.0,0.0,1,0.6728,37,CRITICAL,Deepfake Detected
MED-11131,Image,0.2273,0.9049,0.844,42.03,0.1057,0.377,0.6055,0.0,0.0,1,0.8836,10,CRITICAL,Deepfake Detected
MED-11132,Video,0.4849,0.4405,0.7553,33.5,0.1623,0.5048,0.5622,0.8706,0.633,1,0.9466,7,CRITICAL,Deepfake Detected
MED-11133,Video,0.8079,0.2013,0.0027,6.076,0.2331,0.2219,0.2334,0.0837,0.2051,0,0.1119,89,LOW,Authentic Content
MED-11134,Image,0.3525,0.3168,0.4737,44.589,0.1833,0.922,0.6122,0.0,0.0,1,0.7319,28,CRITICAL,Deepfake Detected
MED-11135,Image,0.9077,0.2539,0.0956,9.45,0.4125,0.1363,0.1411,0.0,0.0,0,0.01,99,LOW,Authentic Content
